1099,0:17:12,23,C,F,N
1099
,0:17:38,49,C,F,N,0.766886,22.539999,8.403000,0:17:38,32.734482,39.869907,931.729980,3,LAUNCH_WAIT,NO

1099,0:17:39,50,C,F,N,0
.613505,22.529999,8.400100,0:17:39,32.734486,39.869907,929.984009,3,LAUNCH_WAIT,NO

1099,0:17:40,51,C,F,N,0.843587,22.529999,8.369900,0:17:40,32.734482,39.869907,932.109985,3,LAUNCH_WAIT,NO

1099,0:17:4
1,52,C,F,N,0.644287,22.549999,8.382100,0:17:41,32.734482,39.869904,930.432007,3,LAUNCH_WAIT,NO

1099,
0:17:42,53,C,F,N,0.843567,22.549999,8.403000,0:17:42,32.734482,39.869907,931.729980,3,LAUNCH_WAIT,NO

1099,0:17:43,54,C,F,N,0.674805,22.549999,8.400100,0:17:43,32.734486,39.869907,929.984009,3,LAUNCH_WAIT,NO

1099,0:17:44,55,C
,F,N,0.812907,22.549999,8.369900,0:17:44,32.734482,39.869907,932.109985,3,LAUNCH_WAIT,NO

1099,0:17:46,56,C,F,N,0.782145,22.549999,8.38
2100,0:17:46,32.734482,39.869904,930.432007,3,LAUNCH_WAIT,NO

1099,0:17:47,57,C,F,N,0.828389,22.539999,8.403000,0:17:47,32.734482,39.869907,931.729980,3,LAUNCH_WAIT,NO

1099,
0:17:48,58,C,F,N,0.582845,22.549999,8.400100,0:17:48,32.734486,39.869907,929.984009,3,LAUNCH_WAIT,NO

1099,0:17:49,59,C,F,N,0.6
74927,22.539999,8.369900,0:17:49,32.734482,39.869907,932.109985,3,LAUNCH_WAIT,NO

1099,0:17:50,60,C,F,N,0.812907,22.539999,8.382100,0:17:50,32.734482,39.869904,930.432007,3,LAUNCH_WAIT,NO

1099,0:17:51,61,C,F,N,0.858948,22.539999,8.403000,0:17:51,32.734482,39.869907,931.729980,3,LAUNCH_WAIT,NO

1099,0:17:52,62,C,F,N,0.751607,22.549999,8.400100,0:17:52,32.734486,39.869907,929.984009,3,LAUNCH_WAIT,NO

1099,0:17:53
,63,C,F,N,0.935628,22.539999,8.369900,0:17:53,32.734482,39.869907,932.109985,3,LAUNCH_WAIT,NO

1099,0:17:54,64,C,F,N
,0.720723,22.549999,8.382100,0:17:54,32.734482,39.869904,930.432007,3,LAUNCH_WAIT,NO

1099,0:17
:55,65,C,F,N,0.904989,22.539999,8.403000,0:17:55,32.734482,39.869907,931.729980,3,LAUNCH_WAIT,NO

1099,0:17:56,66,C,F,N,0.659648,22.539999,8.400100,0:17:56,32.734486,39.869907,929.984009,3,LAUNCH_WAIT,NO

1099,0:17:57,67,C,F,N,1.211568,22.549999,8.369900,0:17:57,32.734482,39.869907,932.109985,3,LAUNCH_WAIT,NO

1099,0:17:58,68,C,F,N
,0.981486,22.549999,8.382100,0:17:58,32.734482,39.869904,930.432007,3,LAUNCH_WAIT,NO

1099,0:17:59,69,C,F,N,0.828186,22.549999,8.403000,0:17:59,32.734482,39.869907,931.729980,3,LAUNCH_WAIT,NO

1099,0:19:22,1,C,F,N,0.092163,22.490000,8.403000,0:19:22,32.734482,39.869907,931.729980,3,LAUNCH_WAIT,NO

1099,
0:19:23,2,C,F,N,0.275981,22.490000,8.400100,0:19:23,32.734486,39.869907,929.984009,3,LAUNCH_WAIT,NO

1099,0:19:24,3,C,F,N,0.337423,22.480000,8.369900,0:19:24,32.734482,39.869907,932.109985,3,LAUNCH_WAIT,NO

109
9,0:19:25,4,C,F,N,-0.107157,22.490000,8.382100,0:19:25,32.734482,39.869904,930.432007,3,LAUNCH_WAIT,NO

1099,0:19:26,5,C,F,N,0.138021,22.490000,8.403000,0:19:26,32.734482,39.869907,931.729980,3,LAUNCH_WAIT,NO

1099,0:19:27,6,C,F,N,0.383423,22.500000,8.400100,0:19:
27,32.734486,39.869907,929.984009,3,LAUNCH_WAIT,NO

1099,0:19:28,7,C,F,N,0
.199422,22.510000,8.369900,0:19:28,32.734482,39.869907,932.109985,3,LAUNCH_WAIT,NO

1099,0:19:29,8,C
,F,N,0.260722,22.510000,8.382100,0:19:29,32.734482,39.869904,930.432007,3,LAUNCH_WAIT,NO

1099,0:0:4,3,C,F,
N,0.368123,22.480000,8.369900,0:0:4,32.734482,39.869907,932.109985,3,LAUNCH_WAIT,NO

1099,0:0:5,4,C,F,N,0.168762,22.4900
00,8.382100,0:0:5,32.734482,39.869904,930.432007,3,LAUNCH_WAIT,NO

1099,0:0:6,5,C,F,N,0.306742,22.490000,8.403000,0:0:6,32.734482,39.869907,931.729980,3,LAUNCH_WAIT,NO

1099,0:0:7,6,C,F,N,0.122742,22
.490000,8.400100,0:0:7,32.734486,39.869907,929.984009,3,LAUNCH_WAIT,NO

1099,0:0:8,7,C,F,N,0.168660,22.500000,8.369900,0:0:8,32.734482,39.869907,932.109985,3,LAUNCH_WAIT,NO

1099,0:0:23,1,C,F,N,-0.030660,22.510000,8.403000,0:0:23,32.734482,39.869907,931.729980,3,LAUNCH_WAIT,NO

1099,0:0:24,2,C,
F,N,0.030762,22.519999,8.400100,0:0:24,32.734486,39.869907,929.984009,3,LAUNCH_WAIT,NO

1099,0:0:25,3,C,F,N,-0.091797,22.510000,8.369900,0:0:25,32.734482,39.869907,932.109985,3,LAUNCH_WAIT,NO

1099,0:0:26,4,C,F,N,0.122721,22.519999,8.382100,0:0:26,32.734482,39.869904,930.432007,3,LAUNCH_WAIT,NO

1099,0:0:27,5,C,
F,N,0.030741,22.529999,8.403000,0:0:27,32.734482,39.869907,931.729980,3,LAUNCH_WAIT,NO

1099,0:0:28,6,C,F,N,0.168762,22.529999,8.400100,0:0:28,32.734486,39.869907,929.984009,3,LAUNCH_WAIT,NO

1099,0:0:29,
7,C,F,N,0.138082,22.529999,8.369900,0:0:29,32.734482,39.869907,932.109985,3,LAUNCH_WAIT,NO

1099,0:0:30,8,C,F,N,0
.184123,22.539999,8.382100,0:0:30,32.734482,39.869904,930.432007,3,LAUNCH_WAIT,NO

1099,0:0:31,9,C,F,N,0.291545,22.539999,8.403000,0:0:31,32
.734482,39.869907,931.729980,3,LAUNCH_WAIT,NO

1099,0:0:32,10,C,F,N,0.015462
,22.549999,8.400100,0:0:32,32.734486,39.869907,929.984009,3,LAUNCH_WAIT,NO

1099,0:0:33,11,C,F,N,0.076782,22.539999,8.369900,0:0:33,32.734482,39.869907,932.109985,3,LAUNCH_WAIT,NO

1099,0:0:34,12,C,F,N,0.168660,22.559999,8.382100,0:0:
34,32.734482,39.869904,930.432007,3,LAUNCH_WAIT,NO

1099,0:0:35,13,C,F,N,0.230082,22.549999,8.403000,0:0:35,32.734482,39.869907,931.729980,3,LAUNCH_WAIT,NO

1099,0:0:36,14,C,F,N
,0.214884,22.559999,8.400100,0:0:36,32.734486,39.869907,929.984009,3,LAUNCH_WAIT,NO

1099,0:0:37,15,C,F,N,0.076681,22.549999,8.369900,0:0:37,32.734482,39.869907,932.109985,3,LAUNCH_WAIT,NO

1099,0:0:38,
16,C,F,N,0.076782,22.559999,8.382100,0:0:38,32.734482,39.869904,930.432007,3,LAUNCH_WAIT,NO

1099,0:0:39,17,C,F,N,0.076864,22.570000,8
.403000,0:0:39,32.734482,39.869907,931.729980,3,LAUNCH_WAIT,NO

1099,0:0:40,18,C,F,N,0.107340,22.570000,8.400100,0:0:40,32.734486,39.869907,929.984009,3,LAUNCH_WAIT,NO

10
99,0:0:41,19,C,F,N,0.352763,22.570000,8.369900,0:0:41,32.734482,39.869907,932.109985,3,LAUNCH_WAIT,NO

1099,0:0:42,20,C,F,N,0.046122,22.57000
0,8.382100,0:0:42,32.734482,39.869904,930.432007,3,LAUNCH_WAIT,NO

1099,0:0:43,21,C,F,N,0.076681,22.570000,8.403000,0:0:43,32.734482,39.869907,931.729980,3,LAUNCH_WAIT,NO

1099,0:0:44,22,C,F,N,-0.0
45939,22.570000,8.400100,0:0:44,32.734486,39.869907,929.984009,3,LAUNCH_WAIT,NO

1099,0:0:45,23,C,F,N,0.199402,22.559999,8.369900,0:0:45,32.734482,39.869907,932.109985,3,LAUNCH_WAIT,NO

1099,0:0:46,24,C,F,N,-0.015279,22.559999,8.382100,0:0:46,32.734482,39.869904,930.432007,3,LAUNCH_WAIT,NO

1099,0:0:47,25,C,F
,N,0.322205,22.570000,8.403000,0:0:47,32.734482,39.869907,931.729980,3,LAUNCH_WAIT,NO

1099,0:0:48,
26,C,F,N,0.184041,22.570000,8.400100,0:0:48,32.734486,39.869907,929.984009,3,LAUNCH_WAIT,NO

1099,0:0:49,27,C,F,N,-0.030660,22.570000,8.369900,0:0:49
,32.734482,39.869907,932.109985,3,LAUNCH_WAIT,NO

1099,0:0:50,28,C,F,N,-0.03
0558,22.580000,8.382100,0:0:50,32.734482,39.869904,930.432007,3,LAUNCH_WAIT,NO

1099,0:0:51,29,C,F,N,0.122782,22.580000,8.403000,0:0:51,32.734482,39.869907,931.729980,3,LAUNCH_WAIT,NO

1099,0:0:52,30,C,F,N,0.214762,22.570000,8.40010
0,0:0:52,32.734486,39.869907,929.984009,3,LAUNCH_WAIT,NO

1099,0
:0:53,31,C,F,N,0.122823,22.590000,8.369900,0:0:53,32.734482,39.869907,932.109985,3,LAUNCH_WAIT,NO

1099,0:0:54,32,C,F,N,0.153463,
22.580000,8.382100,0:0:54,32.734482,39.869904,930.432007,3,LAUNCH_WAIT,NO

1099,0:0:55,33,C,F,N,0.122721,22.580000,8.403000,0:0:55,32.734482,39.869907,931.729980,3,LAUNCH_WAIT,NO

1099,0:0:56,34,C,F,N
,0.383525,22.559999,8.400100,0:0:56,32.734486,39.869907,929.984009,3,LAUNCH_WAIT,NO

1099,0:0:57,35,C,F,N
,0.046183,22.559999,8.369900,0:0:57,32.734482,39.869907,932.109985,3,LAUNCH_WAIT,NO

1099,0:0:58,36,C,F,N,0.245341,22.570000,8.382100,0:0:58,32.734482,39.869904,930.432007,3,LAUNCH_WAIT,NO

1099
,0:0:59,37,C,F,N,0.015483,22.580000,8.403000,0:0:59,32.734482,39.869907,931.729980,3,LAUNCH_WAIT,NO

1099,0:1:0,38,C,F,N,-0.1
99239,22.559999,8.400100,0:1:0,32.734486,39.869907,929.984009,3,LAUNCH_WAIT,NO

1099,0:1:1,39,C,F,N,0.030741,22.580000,8.369900,0:1:1,32.734482,39.869907,932.109985,3,LAUNCH_WAIT,NO

1099,0:1:2,40,C,F,N,0.3989
05,22.580000,8.382100,0:1:2,32.734482,39.869904,930.432007,3,LAUNCH_WAIT,NO

1099,0:1:3,41,C,F,N,0.260722,22.580000,8.403000,0:1:3,32.734482,39.869907,931.729980,3,LAUNCH_WAIT,NO

1099,0:1:4,42,C,F
,N,0.398804,22.580000,8.400100,0:1:4,32.734486,39.869907,929.984009,3,LAUNCH_WAIT,NO

1099,0:1:5,43,C,F,N,0.55
2165,22.590000,8.369900,0:1:5,32.734482,39.869907,932.109985,3,LAUNCH_WAIT,NO

1099,0:1:6,44,C,F,N,0.490763,22.580000,8.382100,0:1:6,32.734482,39.869904,930.432007,3,LAUNCH_WAIT,NO

1099,0:1:7,45,C,F,N,0.368225,22.570000,8.403000,0
:1:7,32.734482,39.869907,931.729980,3,LAUNCH_WAIT,NO

1099,0:1
:8,46,C,F,N,0.490763,22.570000,8.400100,0:1:8,32.734486,39.869907,929.984009,3,LAUNCH_WAIT,NO

1099,0:1:9,47
,C,F,N,0.230042,22.570000,8.369900,0:1:9,32.734482,39.869907,932.109985,3,LAUNCH_WAIT,NO

1099,0:1:10,48,C,F,N,0.230042,22.580000,8.382100,0:1:10,32.7
34482,39.869904,930.432007,3,LAUNCH_WAIT,NO

1099,0:1:11,49,C,F,N,
0.536825,22.570000,8.403000,0:1:11,32.734482,39.869907,931.729980,3,LAUNCH_WAIT,NO

1099,0:1:12,50,
C,F,N,0.368062,22.580000,8.400100,0:1:12,32.734486,39.869907,929.984009,3,LAUNCH_WAIT,NO

1099,0:1:13,51,C,F,N,0.306661,22.570000,8.369900,0:1:13,32.734482,39.869907,932.109985,3,LAUNCH_WAIT,NO

109
9,0:1:14,52,C,F,N,0.260925,22.559999,8.382100,0:1:14,32.734482,39.869904,930.432007,3,LAUNCH_WAIT,NO

1099,0:1:15,53,C
,F,N,0.475586,22.580000,8.403000,0:1:15,32.734482,39.869907,931.729980,3,LAUNCH_WAIT,NO

1099,0:1:16,54,C,F,N,-0.030660,22.570000,8.400100,0:1:
16,32.734486,39.869907,929.984009,3,LAUNCH_WAIT,NO

10
99,0:1:17,55,C,F,N,0.030843,22.559999,8.369900,0:1:17,32.734482,39.869907,932.109985,3,LAUNCH_WAIT,NO

1099,0:1:18,56,C,F,N,-0.137919,22.55
9999,8.382100,0:1:18,32.734482,39.869904,930.432007,3,LAUNCH_WAIT,NO

1099,0:1:19,57,C,F,N,0.199320,22.559999,8.403000,0:1:19,32.734482,39.869907,931.729980,3,LAUNCH_WAIT,NO

1099,0:1:20,
58,C,F,N,-0.138021,22.559999,8.400100,0:1:20,32.734486,39.869907,929.984009,3,LAUNCH_WAIT,NO

1099,0:1:21,59,C,F,N,0.19
9422,22.559999,8.369900,0:1:21,32.734482,39.869907,932.109985,3,LAUNCH_WAIT,NO

1099,0:
1:22,60,C,F,N,0.214701,22.570000,8.382100,0:1:22,32.734482,39.869904,930.432007,3,LAUNCH_WAIT,NO

1099,0:1:23,61,C,F,N,
0.460124,22.559999,8.403000,0:1:23,32.734482,39.869907,931.729980,3,LAUNCH_WAIT,NO

1099,0:1:24,62,C,F,N,0.230062,22.570000,
8.400100,0:1:24,32.734486,39.869907,929.984009,3,LAUNCH_WAIT,NO

1099,0:1:26,63,C,F,N,0.475423,22.570000,8.369900,0:1:26,32.734482,39.869907,932.109985,3,LAUNCH_WAIT,NO

1099,0:1:2
6,64,C,F,N,0.368062,22.580000,8.382100,0:1:26,32.734482,39.869904,930.432007,3,LAUNCH_WAIT,NO

1099,0:1:27,65,C,F,N,0.138
102,22.559999,8.403000,0:1:27,32.734482,39.869907,931.7299
80,3,LAUNCH_WAIT,NO

1099,0:1:29,66,C,F,N,-0.015381,22.559999,8.400100,0:1:29,32.734486,39.869907,929.984009,3,LAUNCH_WAIT,NO

1099,0:1:30,67,C,F,N,0.260722
,22.570000,8.369900,0:1:30,32.734482,39.869907,932.109985,3,LAUNCH_WAIT,NO

1099,0:1:30,68,C,F,N,0.398905,22.570000,8.382100,0:1:30,32.734482,39.869904,930.432007,3,LAUNCH_WAIT,NO

1099,0:1:32,69,C,F,N,0.429647,22.559999,8.403000,0:1:3
2,32.734482,39.869907,931.729980,3,LAUNCH_WAIT,NO

1099,0:1:33,70,C,F,N
,0.398722,22.570000,8.400100,0:1:33,32.734486,39.869907,929.984009,3,LAUNCH_WAIT,NO

1099,0:1:34,71,C,F,N,0.429464,22.55
9999,8.369900,0:1:34,32.734482,39.869907,932.109985,3,LAUNCH_WAIT,NO

1099,0:1:35,72,C,F,N,0.322042,22.570000,8.382100,0:1:35,32.734482,39.869904,930.432007,3,LAUNCH_WAIT,NO

1099,0:1:36,73,C,F,N,0.628784,22.570000,8.403000,0:1:36,32.734482,39.869907,931.729980,3,LAUNCH_WAIT,NO

1099,0:1:37,74,C
,F,N,0.521525,22.570000,8.400100,0:1:37,32.734486,39.869907,929.984009,3,LAUNCH_WAIT,NO

1099,0:1:38,75,C,F,N,0.460246,22.580000,8.369900,0:1:38,32.734482,39.869907,932.109985,3,LAUNCH_WAIT,NO

1099,0:1:39,7
6,C,F,N,0.414205,22.570000,8.382100,0:1:39,32.734482,39.869904,930.432007,3,LAUNCH_WAIT,NO

1099,0:1:40,77,C,F,N,0.460
144,22.570000,8.403000,0:1:40,32.734482,39.869907,931.729980,3,LAUNCH_WAIT,NO

1099,0:1:41,78,C,F,N,0.414164,22.570000,8.400100,0:1:41,32.734486,39.869907,929.984009,3,LAUNCH_WAIT,NO

1099,0:1:42,79,C,F,N
,0.322042,22.559999,8.369900,0:1:42,32.734482,39.869907,932.109985,3,LAUNCH_WAIT,NO

1099,0:1:43,80,C,F,N,0.460124,22.559999,
8.382100,0:1:43,32.734482,39.869904,930.432007,3,LAUNCH_WAIT,NO

1099,0:1:44,81,C,F,N,0.475505,22.580000,8.403000,0:1:44,32.734482,39.869907,931.729980,3,LAUNCH_WAIT,NO

1099,0
:1:45,82,C,F,N,0.230062,22.590000,8.400100,0:1:45,32.734486,39.869907,929.984009,3,LAUNCH_WAIT,NO

1099,0:1:46,83,C,F,N,0.521423,22.570000,8.369900,0:1:46,32.734482,39.869907,932.109985,3,LAUNCH_WAIT,NO

1099,0:1:47,84,C,F,N,0.613403,22.59
0000,8.382100,0:1:47,32.734482,39.869904,930.432007,3,LAUNCH_WAIT,NO

1099,0:1:48,85,C,F,N,0.552185,22.590000,8.403000,0:1:48,32.734482,39.869907,931.729980,3,LAUNCH_WAIT,NO

1099,0:1:49
,86,C,F,N,0.490763,22.580000,8.400100,0:1:49,32.734486,39.869907,929.984009,3,LAUNCH_WAIT,NO

1099,0:1:50,87,C,F,N,0.337504,22.580000,8.36990
0,0:1:50,32.734482,39.869907,932.109985,3,LAUNCH_WAIT,NO

1099,0:1:51,88,C,F,N,0.337585,22.570000,8.382100,0:1:51,32.734482,39.869904,930.432007,3,LAUNCH_WAIT,NO

1099,0:1:52,
89,C,F,N,0.582825,22.580000,8.403000,0:1:52,32.734482,39.869907,931.729980,3,LAUNCH_WAIT,NO

1099,0:1:53,90,C,F,N,0.398804,22.590000,8.400100,0:1:53
,32.734486,39.869907,929.984009,3,LAUNCH_WAIT,NO

1099,0:1:54,91,C,F,N,0.613505,22.
580000,8.369900,0:1:54,32.734482,39.869907,932.109985,3,LAUNCH_WAIT,NO

1099,0:1:55,92,C,F,N,0.506144,22.580000,8.382100,0:1:55,32.734482,39.869904,930.432007,3,LAUNCH_WAIT,NO

1099,0:1:56,93,C,F,N,0.659526,22.600000,8
.403000,0:1:56,32.734482,39.869907,931.729980,3,LAUNCH_WAIT,NO

1099,0:1:57,94,C,F,N,0.674723,22.600000,8.400100,0:1:57,32.734486,39.869907,929.984009,3,LAUNCH_WAIT,NO

1099,0:1:58,
95,C,F,N,0.383423,22.600000,8.369900,0:1:58,32.734482,39.869907,932.109985,3,LAUNCH_WAIT,NO

1099,0:1:59,96,C,F,N,0.628764,22.600000,8.382100,0:1:59,32.734482,39.869904,930.432007,3,LAUNCH_WAIT,NO

1099,0:2:0,97,C,F,N,0
.460144,22.609999,8.403000,0:2:0,32.734482,39.869907,931.729980,3,LAUNCH_WAIT,NO

1099,0:2:1,98,C,F,N,0.444845,22.
609999,8.400100,0:2:1,32.734486,39.869907,929.984009,3,LAUNCH_WAIT,NO

1099,0:2:2,99,C,F,N,0.613586,22.609999,8.369900,0:2:2,32.734482,39.869907,932.109985,3,LAUNCH_WAIT,NO

1099,0:2:3,10
0,C,F,N,0.368123,22.609999,8.382100,0:2:3,32.734482,39.869904,930.432007,3,LAUNCH_WAIT,NO

1099,0:2:4,101,C,
F,N,0.751506,22.609999,8.403000,0:2:4,32.734482,39.869907,931.729980,3,LAUNCH_WAIT,NO

1099,0:2:5,102,C,F,N,0.644267,22.600000,8.400100,0:2:5,32
.734486,39.869907,929.984009,3,LAUNCH_WAIT,NO

1099
,0:2:6,103,C,F,N,0.582845,22.609999,8.369900,0:2:6,32.734482,39.869907,932.109985,3,LAUNCH_WAIT,NO

1099,0:2:7,104,C,F,N,0.52152
5,22.609999,8.382100,0:2:7,32.734482,39.869904,930.432007,3,LAUNCH_WAIT,NO

1099,0:2:8,105,C,F,N,0.628866,22.609999,8.403000,0:2:8,32.734482,39.869907,931.729980,3,LAUNCH_WAIT,NO

1099,0:2:9,106,C
,F,N,0.506246,22.619999,8.400100,0:2:9,32.734486,39.869907,929.984009,3,LAUNCH_WAIT,NO

1099,0:2:10,107,C,F,N,0.50
6144,22.619999,8.369900,0:2:10,32.734482,39.869907,932.109985,3,LAUNCH_WAIT,NO

1099,0:2:11,108,C,F,N,0.613505,22.609999,8.382100,0:2:11,32.734482,39.869904,930.432007,3,LAUNCH_WAIT,NO

1099,0:2:12,
109,C,F,N,0.475423,22.609999,8.403000,0:2:12,32.734482,39.869907,931.729980,3,LAUNCH_WAIT,NO

1099,0:2:13,110,C,F,N,0.582865,22.590000,8.400100,0:2:13,32.734486,39.869907,929.984009,3,LAUNCH_WAIT,NO

1099,0:2:14,111,C,F,N,0.475505,22.600000,8.369900,0:2:14,32.734482,39.869907,932.109985,3,LAUNCH_WAIT,NO

1099,0:2:15,112,C,F,N,
0.506144,22.609999,8.382100,0:2:15,32.734482,39.869904,930.432007,3,LAUNCH_WAIT,NO

1099,0:2:16,113
,C,F,N,0.705566,22.600000,8.403000,0:2:16,32.734482,39.869907,931.729980,3,LAUNCH_WAIT,NO

1099,0:2:17,114,C,F,N,0.552104,22.600000,8.400100,0:2:17,32
.734486,39.869907,929.984009,3,LAUNCH_WAIT,NO

1099,0:2:18,11
5,C,F,N,0.490621,22.609999,8.369900,0:2:18,32.734482,39.869907,932.109985,3,LAUNCH_WAIT,NO

1099,0:2:19,116,C,F,N,0.613586,22.609999,
8.382100,0:2:19,32.734482,39.869904,930.432007,3,LAUNCH_WAIT,NO

1099,0:2:20,117,C,F,N,0.506246,22.619999,8.403000,0:2
:20,32.734482,39.869907,931.729980,3,LAUNCH_WAIT,NO

1099,0:2:21,118,C,F,N
,0.582845,22.619999,8.400100,0:2:21,32.734486,39.869907,929.984009,3,LAUNCH_WAIT,NO

1099,0:2:22,119,C,F,N,0.536
825,22.619999,8.369900,0:2:22,32.734482,39.869907,932.109985,3,LAUNCH_WAIT,NO

1099,0:2:23,120,C,F,N,0.567566,22.629999,8.382100,0:2:23,32.734482,39.869904,930.432007,3,LAUNCH_WAIT,NO

1099,0:2:24,12
1,C,F,N,0.690104,22.609999,8.403000,0:2:24,32.734482,39.869907,931.729980,3,LAUNCH_WAIT,NO

1099,0:2:25,122,C,F,N,0.73622
6,22.609999,8.400100,0:2:25,32.734486,39.869907,929.984009,3,LAUNCH_WAIT,NO

1099,0:2:39,1,C,F,N,0.383586,22.600000,8.403000,0:2:39,32.734482,39.869907,931.729980,3,LAUNCH_WAIT,NO

1099,0:2:
40,2,C,F,N,0.521505,22.590000,8.400100,0:2:40,32.734486,39.869907,929.984009,3,LAUNCH_WAIT,NO

1099,0:2:41,3,C,F,N,0.552185,22.600000,8.369900,0:2:41,32.734482,39.869907,932.109985,3,LAUNCH_WAIT,NO

1099,0:2:42,4,C,F,N,0.690287,22.
600000,8.382100,0:2:42,32.734482,39.869904,930.432007,3,LAUNCH_WAIT,NO

1099,0:2:43,5,C,F,N,0.460286,22.600000,8.403000,0:2:43,32.734482,39.869907,931.729980,3,LAUNCH_WAIT,NO

1099,0:2:44,6,C,F,N,0.552185,22.600000,8.4001
00,0:2:44,32.734486,39.869907,929.984009,3,LAUNCH_WAIT,NO

1099,
0:2:45,7,C,F,N,0.567647,22.609999,8.369900,0:2:45,32.734482,39.869907,932.109985,3,LAUNCH_WAIT,NO

1099,0:2:46,8,C,F,N,0
.552266,22.609999,8.382100,0:2:46,32.734482,39.869904,930.432007,3,LAUNCH_WAIT,NO

1099,0:2:47,9,C,F,N,0.475484,22.609999,8.403000,0:2:47,32.734482,39.869907,931.729980,3,LAUNCH_WAIT,NO

1099,0:2:48,10
,C,F,N,0.414266,22.600000,8.400100,0:2:48,32.734486,39.869907,929.984009,3,LAUNCH_WAIT,NO

1099,0:2:49,11,C,F
,N,0.567464,22.609999,8.369900,0:2:49,32.734482,39.869907,932.109985,3,LAUNCH_WAIT,NO

1099,0:2:50,12,C,F,N,0.598307,22.609999,8.382100,0:2:50,32.73
4482,39.869904,930.432007,3,LAUNCH_WAIT,NO

1099
