1099,0:34:38,26,
1099,0:46:44,7,C,F,N,0.076640,22.629999,8.369900,0:46:44,32.734482,39.869907,932.109985,3,LAUNCH_WAIT,NO

1099,0:46:4
5,8,C,F,N,-0.107239,22.619999,8.382100,0:46:45,32.734482,39.869904,930.432007,3,LAUNCH_WAIT,NO

1099,0:46:46,9,C,F,N,-0.137960,22.639999,8.403000,0:46:46,32.734482,39.869907,931.729980,3,LAUNCH_WAIT,NO

1099,0:46
:47,10,C,F,N,-0.199239,22.639999,8.400100,0:46:47,32.734486,39.869907,929.984009,3,LAUNCH_WAIT,NO

1099,0:46:48,11
,C,F,N,-0.153219,22.619999,8.369900,0:46:48,32.734482,39.869907,932.109985,3,LAUNCH_WAIT,NO

1099,0:46:49,12,C,F,N,-0.199158,22.619999,8.382100,0:46:49,3
2.734482,39.869904,930.432007,3,LAUNCH_WAIT,NO

1099,0:4
6:50,13,C,F,N,-0.107137,22.619999,8.403000,0:46:50,32.734482,39.869907,931.729980,3,LAUNCH_WAIT,NO

1099,0:46
:51,14,C,F,N,-0.137858,22.619999,8.400100,0:46:51,32.734486,39.869907,929.984009,3,LAUNCH_WAIT,NO

1099,0:46:52,15,C,F,N,-0.153137,22.629999,8.369900,0:46:52,32.734482,39.869907,932.109985,3,LAUNCH_WAIT,NO

1099
,0:46:53,16,C,F,N,-0.260661,22.619999,8.382100,0:46:53,32.734482,39.869904,930.432007,3,LAUNCH_WAIT,NO

1099,0:46:54,17,C,F,N,-0.291199,22.619999,8.403000,0:46:54,32.734482,39.869907,931.729980,3,LAUNCH_WAIT,NO

1099,0:51:58,1,C,F,N,0.153259,22.330000,8.403000,0:51:58,32.734482,39.869907,931.729980,3,LAUNCH_WAIT,NO

1099,0:51:59,2,C,F,N,0.475077,22.340000,8.400100,0:51:59,32.734486,39.869907,929.984009,3,LAUNCH_WAIT,NO

1099,0:52:0,3,C,F,N,0.214620,22.330000,8.369900,0:52:0,32.734482,39.869907,932.109985,3,LAUNCH_WAIT,NO

1099,0:52:1,4,C,F,N,0.245
178,22.330000,8.382100,0:52:1,32.734482,39.869904,930.432007,3,LAUNCH_WAIT,NO

1099,0:52:49,1,C,F,N,-0.046000,22.350000,8.403000,0:52:49,32.734482,39.869907,931.729980,3,LAUNCH_WAIT,NO

1099,0:52:50,2,C,
F,N,-0.030640,22.350000,8.400100,0:52:50,32.734486,39.869907,929.984009,3,LAUNCH_WAIT,NO

1099,0:52:51,3,C,F,N,-0.091980,22.340000,8.369900,0:52:51,32.734482,39.869907,932.109985,3,LAUNCH_WAIT,NO

1099,0:52:52,4,C,F,N,-0.
061340,22.350000,8.382100,0:52:52,32.734482,39.869904,930.432007,3,LAUNCH_WAIT,NO

1099,0:52:53,5,C,F,N,-0.199280,22.350000,8.403000,0:52:53,32.734482,39.869907,931.729980,3,LAUNCH_WAIT,NO

1099,0:52:54,6,C,F,N,-0.092082,22.359999
,8.400100,0:52:54,32.734486,39.869907,929.984009,3,LAUNCH_WAIT,NO

1099,0:52:55,7,C,F,N,0.107340,22.379999,8.369900,0:52:55,32.734482,39.869907,932.109985,3,LAUNCH_WAIT,NO

1099,0:55:22,1,C,F,N,0.352610,22.309999,8.403000,0:55:22,32.734482,39.869907,931.729980,3,LAUNCH_WAIT,NO

1099,0:55:23,2,C,F,N
,0.214518,22.320000,8.400100,0:55:23,32.734486,39.869907,929.984009,3,LAUNCH_WAIT,NO

1099,0:55:24,3,C,F,N,0.184062,22.299999,8.369900,0:55:24,32.734482,39.869907,932.109985,3,LAUNCH_WAIT,NO

1099
,0:55:25,4,C,F,N,0.137960,22.309999,8.382100,0:55:25,32.734482,39.869904,930.432007,3,LAUNCH_WAIT,NO

1099,0:55:26,5,C,F,N,0.551819,22.309999,8.403000,0:55:26,32.734482,39.869907,931.729980,3,LAUNCH_WAIT,NO

1099,0:55:27,6,C,F,N,0.367971,22.320000,8.400100,0:55:27,32.734486,39.869907,929.984009,3,LAUNCH_WAIT,NO

1099,
0:55:28,7,C,F,N,0.275970,22.340000,8.369900,0:55:28,32.734482,39.869907,932.109985,3,LAUNCH_WAIT,NO

1099,0:57:6,1,C,F,N,-0.107524,22.299999,8.403000,0:57:6,32.734482,39.869907,931.729980,3,LAUNCH_WAIT,NO

1099,0:57:7,2,C,F,N,-0
.168884,22.309999,8.400100,0:57:7,32.734486,39.869907,929.984009,3,LAUNCH_WAIT,NO

1099,0:57:8,3,C,F,N,-0.230082,22.309999,8.369900,0:57:8,32.734482,39.869907,932.109985,3,LAUNCH_WAIT,NO

1099,0:57:9,4,C,F,N,-0.414022,22.320000,8.382100,0:57:9,32.734482,39.869904,930.432007,3,LAUNCH_WAIT,NO

1099,0:
57:10,5,C,F,N,-0.521200,22.320000,8.403000,0:57:10,32.734482,39.869907,931.729980,3,LAUNCH_WAIT,NO

1099,1:0:25,1,C,F,N,-0.168396,23.449999,8.403000,1:0:25,32.734482,39.869907,931.729980,3,LAUNCH_WAIT,NO

1099,1:0:2
6,2,C,F,N,-0.091756,23.439999,8.400100,1:0:26,32.734486,39.869907,929.984009,3,LAUNCH_WAIT,NO

1099,1:0:27,3,C,F,N,-0.168315,23.430000,8.369900,1:0:27,32.734482,39.869907,932.109985,3,LAUNCH_WAIT,NO

